id,name,address,contact,Email Address, district,type,,
123,National Voluntary Blood Centre,"National Voluntary Blood Centre, Run by T.A.V, Educational and Rural Development Trust, A.R. Building, No 47, First Main Road, 2nd Floor, Thirumalai Nagar, Kolathur, Chennai District., Kolathur, Dist. Chennai",0,,Charitable/Vol,Camps,,
124,Nerkuppai (BSU),Dist. Sivaganga,0,,Govt.,Camps,,
125,Odugathur (BSU),Dist. Vellore,9842925501,,Govt.,Camps,,
126,Oraiyur BSU,"-, Oraiyur, Dist. Cuddalore",0,,Govt.,Camps,,
127,Palani Blood Centre (Run By Annai Educational Trust),"49, Dindigal Road, 1st Floor, Opp.to Govt Hospital, Palani, Dindigul, Dist. Dindigul",4467144155,,Private,Camps,,
128,Panagudy (BSU),Dist. Tirunelveli,0,,Govt.,Camps,,
129,Panimalar Medical College Hospital And Research Institute Blood Centre,"Varadharajapuram, Poonamallee, Chennai Hosp  Panimalar Medical College Hospital and Research Institute , Chennai, Dist. Thiruvallur",0,,Charitable/Vol,Camps,,
130,Pappampatty (BSU),Dist. Dindigul,0,,Govt.,Camps,,
131,Patteeswaram (BSU),Dist. Thanjavur,0,,Govt.,Camps,,
132,Pennadam BSU,"-, Pennadam, Dist. Cuddalore",0,,Govt.,Camps,,
133,Peranamallur BSU,"-, Cheyyar, Dist. Tiruvannamalai",9944998898,,Govt.,Camps,,
134,Periyapattinam (BSU),Dist. Ramanathapuram,0,,Govt.,Camps,,
135,Pollachi Blood Centre Services,"No,30,palaniyammal layout,pollachi, POLLACHI, Dist. Coimbatore",0,,Charitable/Vol,Camps,,
136,Pongalur (BSU),Dist. Tiruppur,0,,Govt.,Camps,,
137,Poonamallee (BSU),Dist. Thiruvallur,9843909633,,Govt.,Camps,,
138,Prambur (BSU),Dist. Pudukkottai,0,,Govt.,Camps,,
139,PSG Hospital,"Avinashi Road, Coimbatore, Dist. Coimbatore",0,,Private,Camps,,
140,Pudupetai (BSU),Dist. Vellore,0,,Govt.,Camps,,
141,Puduvayal (BSU),Dist. Sivaganga,0,,Govt.,Camps,,
142,Punnai (BSU),Dist. Vellore,0,,Govt.,Camps,,
143,Puzhulithipatti (BSU),Dist. Sivaganga,0,,Govt.,Camps,,
144,Rajakkamangalam BSU,"-, Nagercoil, Dist. Kanyakumari",9842233335,,Govt.,Camps,,
145,Ramana Gounder Medical Trust Blood Centre,"Mettupalayam Road, S.F.No.47 & 48 Thudaiyalur, Coimbatore, Dist. Coimbatore",0,,Private,Camps,,
146,Revathy Medical Centre Blood Centre,"No 10, CKP Layout 4th floor, Valayankadu Main Road, Kumar Nagar (West), Tiruppur, Dist. Tiruppur",8939642023,,Private,Camps,,
147,R.K.Pet (BSU),Dist. Thiruvallur,0,,Govt.,Camps,,
148,Rotary Central TTK - VHS Blood Bank,"No:1, Rajiv Gandhi Salai, Taramani, Chennai-113. Pin Code:600113., Taramani, Dist. Chennai",o,,Charitable/Vol,Camps,,
149,Royal Blood Centre (Run By Royal Medical Trust),"No. 40/2 197 PWD Office Road Peria Nadar Street, Nagerkoil, Dist. Kanyakumari",0,,Private,Camps,,
150,R.S.Mangalam (BSU),Dist. Ramanathapuram,9585500113,,Govt.,Camps,,
151,Sadras (BSU),Dist. Kanchipuram,9445066369,,Govt.,Camps,,
152,Salem Blood Centre,"53, Tamil Sangam Raod, Behind Anna Park, Omalur Main Road, Salem.  Pincode: 636007, Salem, Dist. Salem",9444203998,,Charitable/Vol,Camps,,
153,Samayanallur BSU,"-, Samayanallur, Dist. Madurai",8903420433,,Govt.,Camps,,
154,Sankara Blood Centre Run by Shri Sankara Kripa Educational and Medical Trust,"Survey No. 202, 213/2, First Floor, South East Corner, Enathur Road, Konerikuppam., Kanchipuram, Dist. Kanchipuram",9443499414,,Charitable/Vol,Camps,,
155,Sathiyamangalam (BSU),Dist. Viluppuram,9787338126,,Govt.,Camps,,
156,Saveetha Medical College AND Hospital (A Unit Of Saveetha Institute Of Medical AND Technical Science,"S.No. 302/1, Mavalur kuppam Village, Saveetha Nagar, Thandalam, Chennai, Dist. Chennai",0,,Private,Camps,,
157,Sendamaram (BSU),Dist. Tirunelveli,0,,Govt.,Camps,,
158,Shanthi Social Services Diagnostic Centre,"F No. 128/2 (2249) Trichy Road, Singanallur, Coimbatore District., Coimbatore, Dist. Coimbatore",0,,Charitable/Vol,Camps,,
159,Shifa Hospitals,"Shifa Hospital, No. 82 Kailasapuram Middle Street 3rd Floor, Tirunelveli District, TIRUNELVELI, Tirunelveli, Dist. Tirunelveli",9865199411,,Private,Camps,,
160,Shri Sathya Sai Medical College AND Research Institute,"SBV Chennai Campus, Shri Sathya Sai Nagar, Ammapettai, Thirupporur, Chengalpet District, Chengalpattu, Dist. Kanchipuram",0,,Private,Camps,,
161,Sillathur (BSU),Dist. Thanjavur,9445050220,,Govt.,Camps,,
162,Sirugambur (BSU),Dist. Tiruchirappalli,9994646314,,Govt.,Camps,,
163,Sithayankottai BSU,"-, Sithayankottai, Dist. Dindigul",9095145020,,Govt.,Camps,,
164,Sivan Blood Centre (Lakshmiammal Memorial Trust),"278, 1ST East Main Road, Arignar Anna Nagar, Madurai, MADURAI, Dist. Madurai",9841067775,,Private,Camps,,
165,Siventhi Blood Centre (Siventhi Medical Trust),"1/1 - 344 -A, M.S. Road, Nagarkovil, Kankumari, Dist. Kanyakumari",9489425000,,Private,Camps,,
166,"Southern Railway Head Quarters Hospital, Ayanavaram","Ayanavaram, Chennai, Dist. Chennai",9443249803,,Govt.,Camps,,
167,S.Palaniandi Mudaliar Memorial Hospital Blood Centre,"BASEMENT, No.29, CUDDALORE MAIN ROAD, AMMAPET, SALEM, Salem, Dist. Salem",442957777,,Private,Camps,,
168,Sree Balaji Medical College and Hospital Blood Bank,"Sree Balaji Medical College and Hospital Blood Bank, No. 7, Works Road, First Floor, Medical College Building, Chrompet, Chennai - 600044., Chrompet, Dist. Chennai",0,,Private,Camps,,
169,Sree Mookambika Institute Medical Science Blood Centre,"14-9C 15, Ist Floor, Medical College Hospital Building, Padamilam, Kulasekaram, Kanyakumari, Dist. Kanyakumari",0,,Private,Camps,,
170,Sree Venkateswara Blood bank,"No. 13/1(12/1) T.H. Road, 1st lane alias East Muthiah Street, Chennai, Dist. Chennai",9789408740,,Charitable/Vol,Camps,,
171,Sri Kaalli Blood Centre,"No. 165A Gandhi Adigal Salai, kumbakonam, kumbakonam, Dist. Thanjavur",9894264333,,Charitable/Vol,Camps,,
172,Sri Kaalli Blood Centre,"32/Thiru Nagar, Srinivasapuram, Thanjavur, Dist. Thanjavur",8925557001,,Charitable/Vol,Camps,,
173,Sri Lalithambigai Medical college and Hospital -- Blood centre,"3596+CGJ, Service Road, Adayalampattu, Maduravoyal, Chennai, Tamil Nadu, Chennai, Dist. Thiruvallur",8870158789,,Private,Camps,,
174,Srimushnam BSU,"-, Srimushnam, Dist. Cuddalore",9965566657,,Govt.,Camps,,
175,"Sri P.A.C. Ramasamy Raja Rotary Blood Centre, (Run By Rajapalayam Rotary Trust)","Old No.: 1069, New No.: 170, Madurai to Tenkasi Road, Rajapalayam, Dist. Chennai",8861590790,,Private,Camps,,
176,Sri Ramakrishna Hospital Blood Centre,"Ramakrishna Hospital Blood Bank, Run by SNR sons charitable trust, New Block, Basement-1, No. 395 Sarojini Naidu Road, Sidhapudur, Coimbatore District., AVARAMPALAYAM ROAD,NEW SIDDHAPUDHUR,CBE, Coimbatore, Dist. Coimbatore",9791236393,,Charitable/Vol,Camps,,
177,Sri Shellapha Blood Centre (Shri Sehllapha Hospital),"Sri Shellapha Blood Centre (Shri Sehllapha Hospital), 239, Rajaram Nagar, Near Gandhi Stadium, Salem District., Salem, Dist. Salem",9884088401,,Private,Camps,,
178,Sri Venkteswar Hospital Blood Bank,"No : 33 A, Swamy mada street, Thiruvarur, Thiruvarur, Dist. Thiruvarur",8960886655,,Private,Camps,,
179,SRM Institutes for Medical Science,"No.1, Block B, First Floor, Jawaharlal Nehru Salai, (100 Feet Road) Vadapalani, , Chennai, Dist. Chennai",9443704267,,Private,Camps,,
180,St Joseph Hospital,"No 15, 1st Floor, Trichy Road, Dindigul, Dindigul, Dist. Dindigul",0,,Charitable/Vol,Camps,,
181,St. Peters Medical College Hospital and Research Institute,"S.F. 278, Ground Floor, St. Peters Medical College Teaching Hospital Block, Moranapalli Village, Near ACE Campus, Opp. to SIPCOT-Phase II, Hosur, Krishnagiri District., Hosur, Dist. Krishnagiri",9842791443,,Charitable/Vol,Camps,,
182,St.Thomas Hospital Blood Bank and Leprosy Centre,"Nirmala Nagar Polur Road Chettupattu Tiruvannamalai District, Chettupattu, Dist. Tiruvannamalai",0,,Charitable/Vol,Camps,,
183,Sugam Blood and Apheresis Centre,"915 A First Floor, Nehruji road,Cumbum Road, , Dist. Theni",9362683732,,Private,Camps,,
184,SWAMI VIVEKANANDA BLOOD CENTRE,"94 1ST FLOOR DR.S.G.RAJARATHINAM HOSPITAL, VIVEKANANDA ROAD, RAMNAGAR, , COIMBATORE, Dist. Coimbatore",0,,Charitable/Vol,Camps,,
185,Tagore Medical College Hospital,"Survey No. 127, 130, 131 Rathinamangalam (First floor Medical College Building), Pathology TMCH, Chennai, Dist. Chennai",0,,Private,Camps,,
186,Talavady BSU,"-, Talavady, Dist. Erode",0,,Govt.,Camps,,
187,TAMILNADU VOLUNTARY BLOOD CENTRE AND RESEARCH CENTRE (RUN BY CAVERY CHARITABLE TRUST ),"No. 003, VCTV Road, Balaji Residency Building, Veerapatra Street, Sathy Road, Erode District, Erode, Dist. Erode",0,,Charitable/Vol,Camps,,
188,Thadikarankonam BSU,"-, Nagercoil, Dist. Kanyakumari",0,,Govt.,Camps,,
189,Thai Mookambigai Blood Centre,"5/3,jawagar cross st, gandhinagar,madurai, madurai, Dist. Madurai",9894354279,,Private,Camps,,
190,Thalanayar BSU,"-, Thalanayar, Dist. Nagapattinam",0,,Govt.,Camps,,
191,Thamarankottai (BSU),Dist. Thanjavur,0,,Govt.,Camps,,
192,Thangam Blood Centre (Run By Thangam Chartiable Community Health Trust),"William Hospital , Krishnan Koil, Nagercoil, Kanyakumari, Dist. Kanyakumari",0,,Charitable/Vol,Camps,,
193,Thayampalayam (BSU),Dist. Tiruppur,0,,Govt.,Camps,,
194,Theerthanagiri BSU,"-, Theerthanagiri, Dist. Cuddalore",0,,Govt.,Camps,,
195,The Madras Medical Mission (a Registered Society),"The Madras Medical Mission (Institute of Cardio Vascular Diseses), No. 4 Dr.Jayalalitha Nagar, Mogapair, Chennai District., Chennai, Dist. Chennai",0,,Charitable/Vol,Camps,,
196,Thiruchopuram BSU,"-, Thiruchopuram, Dist. Cuddalore",0,,Govt.,Camps,,
197,Thirumanur BSU,"-, Thirumanur, Dist. Ariyalur",0,,Govt.,Camps,,
198,Thirunavalur BSU,"-, Thirunavalur, Dist. Kallakurichi",0,,Govt.,Camps,,
199,Thiruvandipuram BSU,"-, Thiruvandipuram, Dist. Cuddalore",0,,Govt.,Camps,,
200,Thiruvengadu BSU,"-, Thiruvengadu, Dist. Nagapattinam",8098435757,,Govt.,Camps,,
201,Thiyagadurgam  BSU,"-, Thiyagadurgam , Dist. Kallakurichi",9865223682,,Govt.,Camps,,
202,Tholudur BSU,"-, Tholudur, Dist. Cuddalore",0,,Govt.,Camps,,
203,Thondi (BSU),Dist. Ramanathapuram,9360945676,,Govt.,Camps,,
204,T.Kallupatti BSU,"-, T.Kallupatti, Dist. Madurai",0,,Govt.,Camps,,
205,T.Pet (BSU),Dist. Tiruchirappalli,0,,Govt.,Camps,,
206,Trichy SRM Medical College Hospital and Research Centre Blood Centre,"Trichy SRM Medical College Hospital Research Centre, SRM Nagar, Trichy - Chennai Highways, Irungalur, , Tiruchirappalli, Dist. Tiruchirappalli",0,,Private,Camps,,
207,Udumalpet Indian Medical Association Rotary Blood Centre,"UKP-IMA Building, K.P.N. Nagar Gandhinagar Post, Udumalpet, Dist. Tiruppur",0,,Private,Camps,,
208,Uppathur (BSU),Dist. Virudhunagar,4527113631,,Govt.,Camps,,
209,Uyirthuli Blood Bank and Research Centre Run by Annai Medical and Educational Charitable Trust,"No. 53/2, First Floor, Durugam Road, Kallakurichi district., Kallakurichy, Dist. Kallakurichi",0,,Charitable/Vol,Camps,,
210,Vadakadu BSU,"-, Aranthangi, Dist. Pudukkottai",9894204142,,Govt.,Camps,,
211,Vadamadurai (BSU),Dist. Dindigul,9965566630,,Govt.,Camps,,
212,Vaduganthaangal (BSU),Dist. Vellore,9840850090,,Govt.,Camps,,
213,Vandavasi BSU,"-, Cheyyar, Dist. Tiruvannamalai",0,,Govt.,Camps,,
214,Vasudevanallur (BSU),Dist. Tirunelveli,8122142122,,Govt.,Camps,,
215,Velammal Blood Centre,"VELAMMAL VILLAGE, MADURAI-TUTICORIN RING ROAD, ANUPPANADI, MADURAI, Madurai, Dist. Madurai",9884694425,,Private,Camps,,
216,Velliyur (BSU),Dist. Thiruvallur,0,,Govt.,Camps,,
217,Vels Medical College And Hospital,"12/123, Velan Nagar, Periyapalayam High Road, Manjakaranai,Thiruvallur, Manjakaranai, Dist. Thiruvallur",9003885503,,Private,Camps,,
218,Veppanapalli BSU,"-, Veppanapalli, Dist. Krishnagiri",,,Govt.,Camps,,
219,VGM Blood Centre,"5th Floor, South Portion, VGM Hospital Building, No: 2100, Trichy Road, Singanallur , Coimbatore, Dist. Coimbatore",,,Charitable/Vol,Camps,,
220,Victory Blood Centre,"Run by SShrimathi Vijaya Health and Educational Trust, No. 95 Salai Road, Woriyur, Trichy, Trichy, Dist. Tiruchirappalli",,,Charitable/Vol,Camps,,
221,Vijaya Hospital,"No.180, N.S.K. Salai Vadapalani, Chennai, Dist. Chennai",,,Private,Camps,,
222,Vinaitheerthapuram (BSU),Dist. Namakkal,,,Govt.,Camps,,
223,Virudhunagar Hindu Nadar V. Dhanasamy Parimala Devi Medical Trust,"No. 38 North Car Street, Virudhunagar District, Virudhunagar, Dist. Virudhunagar",,,Private,Camps,,
224,VJ Hospital Unit VJ Blood Centre,"No. 12/5, 3rd Floor, Sarah Trcker College Road, Perumalpuram, Tirunelveli District, Tirunelveli, Dist. Tirunelveli",,,Private,Camps,,
225,V.M.Patty (BSU),Dist. Tiruchirappalli,,,Govt.,Camps,,
226,W. Bro. V. Surendranath Reddy Memorial Trust (Masonic Blood Centre),"W.Bri.V. Surendranath Reddy Memorial Trust, Ground  First Floor, No. 5/2 New Katpadi Road, Opp to Hotal Riverview, Vellore District., Vellore, Dist. Vellore",,,Charitable/Vol,Camps,,
,,,,,,,,
,,,,,,,,ss
